nom,email,telephone,adresse,ville_zone,site,maps,note,nb_avis,statut,email_source,place_id,lat,lng,statut_crm,date_ajout
"Concierge BB, la solution conciergerie Airbnb locale",demande@conciergebb.fr,07 59 79 05 34,"1 Rue Louis Guyader, 29680 Roscoff",Lannion,https://www.conciergebb.fr/pages/conciergerie-roscoff-gestion-premium-airbnb-location-saisonniere,https://maps.google.com/?cid=15680320555451131183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,site_accueil,ChIJ2xJWwfrhE0gRL6Xrn3ewm9k,48.72312600000001,-3.982222,a_contacter,2026-08-12
All In Conciergerie - LANNION,guillaume.hardy59@icloud.com,06 18 01 19 93,"5 Rue Auguste Villiers de l'Isle Adam, 22300 Lannion",Perros-Guirec,http://www.allinconciergerie.fr/,https://maps.google.com/?cid=12457508123360409232&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,site_accueil,ChIJZ2IwfWwrEkgRkLZwr6L14aw,48.7257873,-3.4799702000000003,a_contacter,2026-08-12
Génifée Conciergerie,contact@genifee.org,06 33 14 91 62,"29 Rue du Petit Parame, 35400 Saint-Malo",Saint-Malo,http://www.genifee.org/,https://maps.google.com/?cid=3522509719196159642&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,2,OPERATIONAL,site_accueil,ChIJ-w9QZcaDDkgRmk6MMu134jA,48.650276399999996,-1.9770760999999997,a_contacter,2026-08-12
CNCE Pro – Conciergerie Dinard & Côte d’Émeraude (servicesdeconciergerie.com),esolomon@confiez-nous.fr,02 99 40 79 52,"47 Rue de Dinard, 35730 Pleurtuit",Dinard,https://www.servicesdeconciergerie.com/,https://maps.google.com/?cid=12802878335657111356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,site_accueil,ChIJu4s5-XuEc00RPO9igwP2rLE,48.5817282,-2.0587068,a_contacter,2026-08-12
Justuntoit Conciergerie,contact@justuntoit.fr,07 56 81 84 36,"5 Rue Bardoux, 56100 Lorient",Lorient,https://www.justuntoit.fr/,https://maps.google.com/?cid=13060382404162467503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,site_accueil,ChIJk8NKrkJfEEgRr7bdhpnMP7U,47.7455942,-3.3727359,a_contacter,2026-08-12
La Conciergerie de Nathalie,n.witz@laposte.net,07 83 80 51 79,"10 Rue Jean Michel Caradec, 29670 Locquénolé",Morlaix,https://nwitz8.wixsite.com/la-conciergerie-de-n,https://maps.google.com/?cid=8397561197437755497&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,site_accueil,ChIJgZRHZBgXwScRaaDhuGohinQ,48.6250444,-3.870233099999999,a_contacter,2026-08-12
Be Nomads Rennes - Conciergerie,info@domainname.com,07 56 88 98 68,"2 Rue Claude Chappe, 35510 Cesson-Sévigné",Rennes,https://rennes.be-nomads.fr/,https://maps.google.com/?cid=10597236451874054895&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,site_accueil,ChIJ2YScGH9SmwQR7yLGCmjyEJM,48.1360859,-1.6217660999999999,a_contacter,2026-08-12
Lodge BNB - Conciergerie,lodgebnbfrance@gmail.com,06 35 23 37 50,"13 Chem. de Kerudo, 56400 Auray",Auray,https://www.lodgebnb.fr/,https://maps.google.com/?cid=11565236062513638548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,site_accueil,ChIJB5uJEZjQTWMRlKypcez4f6A,47.6753,-3.0068295999999997,a_contacter,2026-08-12
le Phare Conciergerie,lephareconciergerie@orange.fr,06 28 42 30 36,"Imp. du Bel air, 56400 Auray",Auray,https://www.lephareconciergerie.fr/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17364359847110739152,https://maps.google.com/?cid=1787811419378253635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,site_accueil,ChIJmzjAFeAVEEgRQ39tgQOVzxg,47.672135999999995,-2.9968206,a_contacter,2026-08-12
La Conciergerie Bretonne,laconciergeriebretonne@gmail.com,06 19 93 72 26,"2 Rue Blaveau, 29200 Brest",Brest,https://sites.google.com/view/laconciergeriebretonne/accueil?authuser=0,https://maps.google.com/?cid=12714768392558418132&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,page_contact,ChIJh7fCUUK5FkgR1BjPv3zuc7A,48.3827042,-4.4856486,a_contacter,2026-08-12
Conciergerie MERSEA,constance@conciergerielesglenans.com,06 11 12 24 07,"14 Av. Pierre Gueguin, 29900 Concarneau",Concarneau,https://www.airbnb.fr/rooms/870113263088199296?guests=1&adults=1&s=67&unique_share_id=9217f07b-a95b-47cf-a0a3-fe6a852d79bd,https://maps.google.com/?cid=10818101502344973509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,site_accueil,ChIJB-CeY3PbEEgRxUxk5_-dIZY,47.87338750000001,-3.9183233,a_contacter,2026-08-12
Conciergerie Free d'Home Guidel et côte Lorientaise,aurore@freedhome-bnb-guidel.fr,06 99 89 69 16,"La baleine déshydratée, Rue d'Estienne d'Orves, 56100 Lorient",Lorient,https://www.freedhome-bnb-guidel.fr/,https://maps.google.com/?cid=9280783226670098634&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,site_accueil,ChIJC6R-vXdfEEgRyigTRyz3y4A,47.7324925,-3.3747102,a_contacter,2026-08-12
Conciergerie Hostnfly Lorient,client@hostnfly.com,06 74 61 35 33,"Rue Duliscouet, 56100 Lorient",Lorient,https://www.hostnfly.com/,https://maps.google.com/?cid=12496325834990416344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,site_accueil,ChIJrXMVo8FfEEgR2PEjeCPea60,47.7567027,-3.3798383,a_contacter,2026-08-12
Conciergerie lorient : Domesia,knjlocation@gmail.com,07 61 76 50 81,"Bd Léon Blum, 56100 Lorient",Lorient,https://www.domesia-conciergerie.fr/,https://maps.google.com/?cid=5374197776520588743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,site_accueil,ChIJzdPXGRxfEEgRxy00bmf8lEo,47.747615499999995,-3.3757527,a_contacter,2026-08-12
"ROZNTI - Services de conciergerie locations de vacances à Trégastel, Perros-Guirec, Côte de Granit Rose",contact@leguillouzer.com,06 89 79 13 36,"25 Rue du Général de Gaulle, 22730 Trégastel",Perros-Guirec,http://www.roznti.fr/,https://maps.google.com/?cid=15486645548638989692&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,page_contact,ChIJE_fwVC0zEkgRfO0CIROe69Y,48.8297148,-3.5123351,a_contacter,2026-08-12
Domesia conciergerie - pontivy,knjlocation@gmail.com,07 61 76 50 81,"9 Av. Napoléon 1er, 56300 Pontivy",Pontivy,https://www.domesia-conciergerie.fr/,https://maps.google.com/?cid=13426911411104049078&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,site_accueil,ChIJW6i1IXLNEUgRtud-Icr4Vbo,48.0651151,-2.9648725000000002,a_contacter,2026-08-12
Justuntoit Conciergerie,contact@justuntoit.fr,07 56 81 84 36,"2 Rue Mare au Coq, 22000 Saint-Brieuc",Saint-Brieuc,https://www.justuntoit.fr/,https://maps.google.com/?cid=2592082237071257198&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,site_accueil,ChIJIUec0xcdDkgRbm47qQ_t-CM,48.5153764,-2.7589088999999998,a_contacter,2026-08-12
Well C'Home,wellchomesaintmalo@gmail.com,07 44 80 84 52,"4 Rue de Belle Fontaine, 35400 Saint-Malo",Saint-Malo,https://well-c-home-conciergerie.fr/,https://maps.google.com/?cid=16967225207393440543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,site_accueil,ChIJvRqpE3SDDkgRH1O9Dm6xd-s,48.6452215,-1.9860236,a_contacter,2026-08-12
YourHostHelper - Conciergerie Lorient,contact@yourhosthelper.com,,56100 Lorient,Lorient,https://yourhosthelper.com/conciergerie-lorient/,https://maps.google.com/?cid=12430034340257331262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,11,OPERATIONAL,page_contact,ChIJ3enABVpfEEgRPvjxFGBagKw,47.7482524,-3.3702449,a_contacter,2026-08-12
NM Conciergerie,contact@nmconciergerie.fr,,"16 bis Rue de l'Observatoire, 29200 Brest",Brest,http://www.nmconciergerie.fr/,https://maps.google.com/?cid=16550502746729933978&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,6,OPERATIONAL,page_contact,ChIJl2T9kym5FkgRmuz2UI8yr-U,48.393568599999995,-4.491296,a_contacter,2026-08-12
YourHostHelper - Conciergerie Ploemeur,contact@yourhosthelper.com,,"1 Rue Galilée, 56270 Ploemeur",Lorient,https://yourhosthelper.com/conciergerie-ploemeur/,https://maps.google.com/?cid=5211647240633483107&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL,page_contact,ChIJp0mRqndfEEgRY3-aiI19U0g,47.741791400000004,-3.4059231,a_contacter,2026-08-12
YourHostHelper conciergerie Larmor-Plage,contact@yourhosthelper.com,,"2 Bd Jean Monnet, 56260 Larmor-Plage",Lorient,https://yourhosthelper.com/conciergerie-larmor-plage/,https://maps.google.com/?cid=12460371659711568323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL,page_contact,ChIJle6-hhtfEEgRw9lzsgEi7Kw,47.725575899999995,-3.3858154999999996,a_contacter,2026-08-12
Sillon Loue Conciergerie,contact@sillonloue.fr,,"7 Rue Jean Batas, 35400 Saint-Malo",Saint-Malo,https://www.sillonloue.fr/,https://maps.google.com/?cid=8290469447323023835&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,site_accueil,ChIJqwx83CODDkgR2_nqnAmqDXM,48.65129580000001,-1.9927667,a_contacter,2026-08-12
La Conciergerie Bigoudène,,07 69 92 38 95,"3B Rue de la Gare, 29120 Pont-l'Abbé",Fouesnant,http://laconciergeriebigoudene.fr/,https://maps.google.com/?cid=6835199909438623999&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,101,OPERATIONAL,,ChIJpy4DThQxF0gR_xDfahqC214,47.8691574,-4.2231535,a_contacter,2026-08-12
La Conciergerie de Céline,,07 60 92 81 45,"11 Rue du Four du Roy, 56400 Auray",Carnac,http://www.laconciergeriedeceline.com/,https://maps.google.com/?cid=11427552036526108810&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,89,OPERATIONAL,,ChIJn2RNV_prEEgRijBuDQjSlp4,47.665953599999995,-2.9861854,a_contacter,2026-08-12
La Conciergerie Étoilée✨ - Vannes,,06 26 81 61 89,"12 Rue Jean-Vincent Lhermitais, 56000 Vannes",Carnac,https://www.laconciergerie-etoilee.fr/,https://maps.google.com/?cid=14362941996290271711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,85,OPERATIONAL,,ChIJD7oXXhLXvg0R3-lrwqVrU8c,47.665247799999996,-2.7694519,a_contacter,2026-08-12
Conciergerie La Minut'Rit - Franchise Rennes,,06 59 61 68 80,"1 Rue de la Marebaudière, 35760 Montgermont",Rennes,http://www.laminutrit.fr/,https://maps.google.com/?cid=14540539410106441790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,57,OPERATIONAL,,ChIJ_TcbMLLmDkgRPmD27Y1fysk,48.150719599999995,-1.7205618,a_contacter,2026-08-12
Fairy Conciergerie,,07 49 02 31 81,"37 Av. des Dunes, 29900 Concarneau",Concarneau,https://www.fairy-conciergerie.com/,https://maps.google.com/?cid=1154482340422065896&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,46,OPERATIONAL,,ChIJKdyVEN3FEEgR6J5RaJKLBRA,47.8503768,-3.910167199999999,a_contacter,2026-08-12
Conciergerie Rennes Keyhome bnb,,06 58 37 59 66,"8 Rue d'Isly, 35000 Rennes",Rennes,https://keyhomebnb.lodgify.com/,https://maps.google.com/?cid=9911468865582671851&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,32,OPERATIONAL,,ChIJC0YNYgjfDkgR6ydmh2ucjIk,48.106763699999995,-1.6780262,a_contacter,2026-08-12
Votre Hôte Conciergerie - Lorient,,07 81 37 92 13,"42 Av. de la Perrière, 56100 Lorient",Lorient,https://www.votre-hote-conciergerie.fr/,https://maps.google.com/?cid=15057800123826721186&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,28,OPERATIONAL,,ChIJ3wD_V8xfEEgRolGG124N-NA,47.7331165,-3.3640044,a_contacter,2026-08-12
Conciergerie du Soleil,,07 61 11 11 81,"6 Rue du Roch Priol, 56170 Quiberon",Quiberon,https://la-conciergerie-du-soleil.com/,https://maps.google.com/?cid=14320584818395466028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,25,OPERATIONAL,,ChIJsdui1EV1EEgRLElQxATwvMY,47.4809607,-3.1161076999999997,a_contacter,2026-08-12
Neat'Ty Maison Propre Service de conciergerie à la carte,,06 24 79 10 28,"60 Rue de la Gare, 35800 Dinard",Dinard,https://www.neatty35-maisonpropre.com/,https://maps.google.com/?cid=4268023684143148815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,24,OPERATIONAL,,ChIJBc7A0kqBDkgRD29Ogu0QOzs,48.6308091,-2.0648078,a_contacter,2026-08-12
KAT'CONCIERGERIE by PLACID,,07 50 02 32 70,"1 Rue Anita Conti, 56000 Vannes",Vannes,https://www.katconciergerie.fr/,https://maps.google.com/?cid=10034870649336822239&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,20,OPERATIONAL,,ChIJ8_cCb9EZEEgR3_m2RLAFQ4s,47.6676578,-2.7840764,a_contacter,2026-08-12
Conciergerie Annabelle Home Service - Golfe Du Morbihan - Ile Aux Moines,,07 86 18 83 83,"14 All. de Saint-Guen, 56000 Vannes",Auray,https://annabelle-hs.com/,https://maps.google.com/?cid=6177385080337113886&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,17,OPERATIONAL,,ChIJ4T0xzAsfEEgRHqNKWgB7ulU,47.671174099999995,-2.7546743,a_contacter,2026-08-12
La petite conciergerie trevousienne,,06 66 54 00 61,"8 Chem. de Kermorwezan, 22660 Trévou-Tréguignec",Perros-Guirec,https://www.conciergerie-trevousienne.fr/,https://maps.google.com/?cid=2472471941573263351&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,17,OPERATIONAL,,ChIJ9y98jR8lEkgR9z-YkiH8TyI,48.8131394,-3.3385506,a_contacter,2026-08-12
La Conciergerie de la Presqu'île,,06 87 67 53 75,"133 Rue de Port Haliguen, 56170 Quiberon",Quiberon,https://www.facebook.com/laconciergeriedelapresquile,https://maps.google.com/?cid=11244478719550715560&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,16,OPERATIONAL,,ChIJdQfI26B1EEgRqHZC09FpDJw,47.484573999999995,-3.1059235,a_contacter,2026-08-12
Home Partner La Conciergerie de LORIENT,,07 86 52 36 12,"2 Av. du Faouédic, 56100 Lorient",Lorient,http://www.homepart.net/lorient,https://maps.google.com/?cid=736651151340942339&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,15,OPERATIONAL,,ChIJjWilN3tfEEgRAzQPt1EcOQo,47.748090399999995,-3.3649845,a_contacter,2026-08-12
Conciergerie Welc'Home29,,06 58 72 43 32,"13 Pl. Saint-Martin, 29600 Morlaix",Morlaix,http://www.welchome29.fr/,https://maps.google.com/?cid=383743373069420442&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,15,OPERATIONAL,,ChIJyzSA6NdmEUgRmoe2jJBUUwU,48.5768193,-3.8326582000000005,a_contacter,2026-08-12
"Ty Partner La conciergerie, Gestion locative et intendance",,06 75 62 83 88,"6 Av. Wilson, 56400 Auray",Auray,https://typartner-laconciergerie.fr/,https://maps.google.com/?cid=581772144310659601&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,11,OPERATIONAL,,ChIJqwyHWhUVEEgREara0a7eEgg,47.6666391,-2.9820273,a_contacter,2026-08-12
Conciergerie de Karn,,07 81 15 17 83,"39 Rue de la Gare, 56340 Plouharnel",Carnac,https://www.facebook.com/Conciergerie-de-Karn-100990245878777/,https://maps.google.com/?cid=9229937941158985183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,10,OPERATIONAL,,ChIJRV9GkL1rEEgR332uuadTF4A,47.6033457,-3.1181628999999997,a_contacter,2026-08-12
AP Conciergerie Kervignac,,06 15 11 23 84,"3 Bis Av. des Plages, 56700 Kervignac",La Trinité-sur-Mer,https://ap-conciergerie.fr/kervignac/,https://maps.google.com/?cid=9767305283457079816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,9,OPERATIONAL,,ChIJURPema5dEEgRCFpB6WdwjIc,47.7641491,-3.2425189,a_contacter,2026-08-12
FRANKIZ conciergerie - Presqu’île de Rhuys,,02 57 62 08 82,"4 Rue du Colonel Arnaud Beltrame, 56370 Sarzeau",Sarzeau,https://www.frankiz-conciergerie56.bzh/,https://maps.google.com/?cid=1987149192068838241&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,9,OPERATIONAL,,ChIJ4YuywwEPEEgRYbP3bKnFkxs,47.5267343,-2.7718412,a_contacter,2026-08-12
MY DOOR - Maison de conciergerie,,07 45 55 94 49,"100 Rue Sainte-Anne, 56270 Ploemeur",Lorient,http://www.mydoor.fr/,https://maps.google.com/?cid=6904145871015985675&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,OPERATIONAL,,ChIJkQPPSAn1EEgRC0JjBxd00F8,47.739599899999995,-3.4161884,a_contacter,2026-08-12
"Conciergerie touristique ""Les clés en mains""",,06 22 93 64 61,"22 Rte de Lesquivit, 29470 Plougastel-Daoulas",Brest,http://www.lesclesenmains.com/,https://maps.google.com/?cid=6975246838269683944&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,6,OPERATIONAL,,ChIJbWSiaVK3FkgR6Ci7_woOzWA,48.3784552,-4.3572980999999995,a_contacter,2026-08-12
La Conciergerie armoricaine,,06 31 97 26 13,"75 Rte du Grannec, 22730 Trégastel",Perros-Guirec,http://www.laconciergeriearmoricaine.fr/,https://maps.google.com/?cid=6546152611218544162&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL,,ChIJT_zxX2LbmakRIlYt7R2b2Fo,48.818193,-3.5254719999999997,a_contacter,2026-08-12
Conciergerie Airbnb Rennes - MTS,,07 67 07 16 10,"28 Bd du Colombier, 35000 Rennes",Rennes,https://morenntyservices.bzh/,https://maps.google.com/?cid=16785306242962491209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.2,5,OPERATIONAL,,ChIJ-cTUOj5m4qARSQfteRhj8eg,48.102922799999995,-1.6776607,a_contacter,2026-08-12
Terre&mer Conciergerie,,06 45 06 73 60,"La Tenue Yo, 22400 Lamballe-Armor",Saint-Brieuc,https://www.facebook.com/terreetmerconciergerie,https://maps.google.com/?cid=17186656815207857685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,4,OPERATIONAL,,ChIJI-g3-t4XDkgRFb4Ci1BFg-4,48.4452626,-2.5683833,a_contacter,2026-08-12
La Nuit d'Emeraude Conciergerie,,02 99 20 38 40,"19 Bd de la République, 35400 Saint-Malo",Saint-Malo,https://connect.superhote.com/website/la.nuit.demeraude,https://maps.google.com/?cid=13049450009976121778&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,4,OPERATIONAL,,ChIJSRB1vKKBDkgRsinYJqX1GLU,48.6500158,-2.0080337,a_contacter,2026-08-12
CJO PRESTIGE CONCIERGERIE,,06 60 64 34 77,"10 Cité Montgolfier, 29200 Brest",Brest,https://www.instagram.com/cjo_prestige/profilecard/?igsh=cHF2NzNzOGNyaG45,https://maps.google.com/?cid=1349825772093159954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,,ChIJObGm0ji_FkgRErpHVmOLuxI,48.389057099999995,-4.5057927,a_contacter,2026-08-12
Conciergerie Lorient - GWENY PRESTIGE INTENDANCE,,06 03 89 35 54,"7 Pl. de la Mairie, 56680 Plouhinec",Lorient,https://meilleur-concierge.com/conciergerie/gweny-prestige-intendance,https://maps.google.com/?cid=7800326923731047173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,,ChIJPR0gdMsXZK0RBZPnXAJUQGw,47.6976255,-3.2515476,a_contacter,2026-08-12
Sérénissime Conciergerie,,07 57 76 45 95,"ZAC de Langolvas, 7 rue du Parc, 29610 Garlan",Morlaix,https://www.serenissime.bzh/,https://maps.google.com/?cid=1081854194645839991&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,3,OPERATIONAL,,ChIJq3wO4b1jEUgRd7CheqiEAw8,48.587018099999995,-3.7876157999999998,a_contacter,2026-08-12
Roazhon Conciergerie,,06 23 65 23 97,"18 Rue de la Rigourdière, 35510 Cesson-Sévigné",Rennes,http://www.roazhonconciergerie.com/,https://maps.google.com/?cid=5045686902687792445&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,3,OPERATIONAL,,ChIJnWd1cdf_k68RPf2LOoHhBUY,48.114030199999995,-1.5886345,a_contacter,2026-08-12
Pénatéa - Conciergerie Immobilière,,02 52 08 01 33,"33 Rue Nicolas Bouvier, 35400 Saint-Malo",Saint-Malo,https://www.airbnb.com/hs/tvwht,https://maps.google.com/?cid=15119928542271159492&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,,ChIJixb6NwGBDkgRxLxcf-bG1NE,48.6474148,-2.0063689,a_contacter,2026-08-12
ÔBreizh® Conciergerie,,07 45 51 64 09,"6 Rue du Père Éternel, 56400 Auray",Auray,https://obreizh.com/,https://maps.google.com/?cid=2004785604826581507&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJH-rTSqwVEEgRA0qBwuJt0hs,47.665688499999995,-2.9824257,a_contacter,2026-08-12
conciergerie finisterres,,07 62 48 18 85,"1 Rue de Kernabat, 29200 Brest",Brest,https://conciergerie-finisterres.fr/,https://maps.google.com/?cid=16796861326055991008&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJwckyZfr8gUMR4GYQ6WFwGuk,48.3766087,-4.536808499999999,a_contacter,2026-08-12
Conciergerie Glenan,,06 11 12 24 07,"64 Rue Malakoff, 29900 Concarneau",Concarneau,https://www.instagram.com/conciergerie.les.glenans/,https://maps.google.com/?cid=4504234984304082124&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJkzhcL67bEEgRzPxUkNpBgj4,47.875607099999996,-3.9234858999999997,a_contacter,2026-08-12
CONCIERGERIE POULIGEART QUIMPER,,06 98 67 86 34,"14 Rue Joseph le Brix, 29000 Quimper",Fouesnant,http://conciergeriequimper.fr/,https://maps.google.com/?cid=6406113354339161244&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,,ChIJlTWsHJfVEEgRnJRFnCcW51g,47.9903918,-4.1065296,a_contacter,2026-08-12
